filename,width,height,class,xmin,ymin,xmax,ymax
images/worker (854).jpg,183,275,person with helmet,7,2,178,275
images/worker (684).jpg,275,183,helmet,110,29,156,59
images/applauding_129.jpg,300,500,person without helmet,71,53,261,451
images/worker (727).jpg,275,183,person with helmet,51,23,114,116
images/worker (181).jpg,194,260,helmet,124,121,145,137
images/worker (17).jpg,275,183,helmet,105,38,138,61
images/worker (751).jpg,275,183,helmet,126,7,171,39
images/person_without_helmet (34).jpg,267,200,person without helmet,122,46,167,188
images/worker (522).jpg,275,183,helmet,82,33,118,64
images/worker (407).jpg,267,189,person with helmet,44,28,133,176
images/person_without_helmet (131).jpg,218,200,person without helmet,1,54,197,187
images/worker (791).jpg,330,153,person without helmet,10,39,40,89
images/applauding_061.jpg,300,452,person without helmet,126,84,228,426
images/worker (346).jpg,272,185,person,116,42,269,185
images/worker (794).jpg,275,183,helmet,140,16,169,34
images/worker (871).jpg,220,229,helmet,170,145,210,175
images/worker (877).jpg,275,183,person with helmet,73,49,112,133
images/applauding_181.jpg,400,417,person without helmet,87,44,296,405
images/worker (856).jpg,291,173,person with helmet,25,1,123,173
images/worker (193).jpg,240,160,person with helmet,135,1,208,139
images/worker (541).jpg,265,190,helmet,51,3,89,28
images/worker (804).jpg,354,142,helmet,23,40,56,70
images/worker (704).jpg,275,183,helmet,117,4,172,39
images/worker (398).jpg,276,183,person with helmet,126,9,273,182
images/worker (629).jpg,214,236,helmet,21,10,112,81
images/worker (559).jpg,299,168,person with helmet,42,8,92,131
images/worker (548).jpg,183,276,person with helmet,49,15,124,264
images/worker (841).jpg,290,174,helmet,234,18,274,52
images/worker (601).jpg,255,198,person with helmet,156,45,190,155
images/worker (791).jpg,330,153,helmet,47,13,72,30
images/applauding_035.jpg,300,384,person without helmet,125,19,278,200
images/worker (755).jpg,229,220,helmet,40,26,99,67
images/worker (332).jpg,275,183,person without helmet,186,64,267,183
images/person_without_helmet (291).jpg,200,200,person without helmet,31,11,190,128
images/worker (573).jpg,262,192,helmet,26,13,82,54
images/worker (50).jpg,266,189,person with helmet,92,13,266,177
images/worker (253).jpg,275,183,helmet,120,57,149,78
images/worker (677).jpg,262,192,person with helmet,128,1,218,173
images/worker (878).jpg,355,142,helmet,235,1,294,37
images/worker (449).jpg,179,281,person with helmet,87,56,159,175
images/worker (515).jpg,262,193,person with helmet,212,17,260,167
images/worker (203).jpg,275,183,helmet,216,76,236,92
images/worker (331).jpg,266,189,helmet,70,41,100,64
images/worker (599).jpg,299,168,helmet,102,36,117,47
images/worker (276).jpg,265,190,person with helmet,87,68,123,155
images/worker (52).jpg,193,262,person with helmet,63,30,158,261
images/worker (465).jpg,275,183,helmet,36,49,88,88
images/applauding_089.jpg,600,400,person without helmet,52,60,237,290
images/worker (802).jpg,253,199,person with helmet,157,32,239,159
images/worker (758).jpg,299,168,person with helmet,114,2,221,156
images/applauding_162.jpg,346,201,person without helmet,151,8,282,201
images/worker (549).jpg,183,276,helmet,59,12,152,97
images/worker (712).jpg,284,178,helmet,143,58,165,75
images/worker (737).jpg,273,185,person with helmet,211,26,270,131
images/worker (642).jpg,258,195,person with helmet,66,60,184,193
images/worker (217).jpg,274,184,person with helmet,130,77,176,184
images/worker (291).jpg,255,197,helmet,34,45,90,75
images/worker (873).jpg,270,186,person with helmet,203,17,263,183
images/worker (593).jpg,180,280,person with helmet,7,22,169,271
images/worker (179).jpg,276,183,helmet,131,5,233,59
images/worker (800).jpg,275,183,person with helmet,105,28,185,174
images/worker (28).jpg,225,225,person,2,55,223,225
images/worker (298).jpg,225,225,helmet,79,9,126,49
images/worker (285).jpg,266,189,person with helmet,79,78,107,175
images/worker (856).jpg,291,173,helmet,48,1,104,30
images/worker (624).jpg,275,183,person with helmet,17,60,97,156
images/worker (268).jpg,261,193,helmet,152,23,210,72
images/person_without_helmet (42).jpg,200,264,person without helmet,105,76,192,233
images/worker (591).jpg,300,168,person with helmet,160,16,275,167
images/worker (839).jpg,245,205,person without helmet,58,29,84,176
images/worker (842).jpg,275,184,person with helmet,13,14,76,143
images/person_without_helmet (225).jpg,200,200,person without helmet,51,1,147,124
images/worker (805).jpg,266,189,person with helmet,133,26,240,167
images/worker (550).jpg,307,164,helmet,174,53,209,80
images/worker (495).jpg,275,183,helmet,148,16,232,69
images/worker (771).jpg,207,243,person with helmet,162,10,197,128
images/worker (789).jpg,325,155,person with helmet,25,2,112,146
images/worker (843).jpg,275,183,helmet,27,1,96,39
images/worker (622).jpg,182,276,helmet,48,42,104,78
images/person_without_helmet (92).jpg,200,216,person without helmet,7,46,119,166
images/worker (601).jpg,255,198,person with helmet,63,46,98,160
images/worker (451).jpg,183,276,person with helmet,26,73,183,274
images/worker (259).jpg,275,183,person with helmet,125,48,173,175
images/person_without_helmet (243).jpg,267,200,person without helmet,223,90,248,120
images/worker (845).jpg,235,214,helmet,136,20,163,39
images/worker (819).jpg,263,192,helmet,1,1,59,48
images/worker (615).jpg,267,189,helmet,152,1,216,37
images/worker (827).jpg,284,177,helmet,32,29,59,45
images/worker (193).jpg,240,160,helmet,101,1,134,22
images/worker (40).jpg,262,193,helmet,39,31,66,52
images/worker (148).jpg,275,183,person with helmet,10,40,112,183
images/worker (180).jpg,275,183,helmet,145,60,179,76
images/worker (479).jpg,197,256,person with helmet,21,33,160,207
images/worker (309).jpg,275,183,helmet,25,1,88,39
images/person_without_helmet (217).jpg,204,200,person without helmet,1,37,8,49
images/worker (372).jpg,179,281,person with helmet,1,19,178,268
images/applauding_173.jpg,400,300,person without helmet,192,42,370,299
images/worker (631).jpg,239,211,person with helmet,127,55,237,209
images/person_without_helmet (268).jpg,335,200,person without helmet,99,21,196,197
images/person_without_helmet (198).jpg,209,200,person without helmet,15,16,104,193
images/person_without_helmet (241).jpg,335,200,person without helmet,171,5,283,134
images/worker (443).jpg,275,183,person with helmet,40,3,150,181
images/person_without_helmet (214).jpg,308,300,person without helmet,4,4,151,240
images/worker (282).jpg,266,189,helmet,70,55,103,75
images/worker (155).jpg,225,225,person,18,30,158,126
images/worker (703).jpg,275,183,helmet,86,16,116,47
images/worker (833).jpg,278,181,helmet,176,9,198,25
images/worker (842).jpg,275,184,person with helmet,204,10,274,165
images/worker (225).jpg,304,166,helmet,167,1,215,33
images/worker (572).jpg,275,183,helmet,211,22,263,59
images/worker (151).jpg,266,190,person with helmet,145,71,181,166
images/worker (578).jpg,177,285,person with helmet,1,76,74,220
images/worker (540).jpg,262,192,helmet,165,5,215,45
images/worker (742).jpg,275,183,helmet,48,16,133,75
images/person_without_helmet (278).jpg,251,200,person without helmet,2,32,109,200
images/worker (857).jpg,275,183,helmet,229,51,258,75
images/worker (779).jpg,182,277,helmet,21,15,157,132
images/worker (489).jpg,266,189,person with helmet,151,16,224,178
images/worker (691).jpg,225,224,person with helmet,37,102,105,209
images/worker (745).jpg,275,183,person with helmet,158,16,271,183
images/worker (526).jpg,412,122,helmet,255,5,293,54
images/worker (848).jpg,275,183,person with helmet,135,57,193,177
images/person_without_helmet (266).jpg,334,200,person without helmet,248,163,298,182
images/worker (722).jpg,190,265,person with helmet,36,13,143,265
images/worker (872).jpg,275,183,helmet,9,20,41,46
images/person_without_helmet (41).jpg,200,200,person without helmet,110,23,151,166
images/worker (800).jpg,275,183,helmet,119,29,159,59
images/worker (43).jpg,266,189,helmet,117,33,180,79
images/worker (792).jpg,300,168,helmet,118,15,170,53
images/person_without_helmet (242).jpg,295,200,person without helmet,219,8,295,151
images/worker (833).jpg,278,181,helmet,43,11,67,28
images/worker (754).jpg,290,174,person with helmet,116,20,155,153
images/worker (247).jpg,275,183,helmet,202,46,213,55
images/worker (772).jpg,252,200,helmet,26,14,43,23
images/worker (873).jpg,270,186,helmet,21,24,50,42
images/worker (859).jpg,275,183,person with helmet,164,51,196,174
images/worker (459).jpg,183,276,person with helmet,13,43,152,275
images/worker (237).jpg,265,190,helmet,112,2,213,64
images/worker (845).jpg,235,214,person with helmet,27,11,92,163
images/worker (820).jpg,275,183,helmet,69,131,94,149
images/worker (58).jpg,261,193,person with helmet,55,27,115,160
images/worker (191).jpg,270,187,helmet,212,28,242,46
images/worker (497).jpg,275,183,helmet,154,7,234,66
images/worker (570).jpg,210,240,helmet,86,1,143,43
images/worker (767).jpg,257,196,person with helmet,121,19,158,187
images/worker (729).jpg,302,167,person with helmet,91,6,192,130
images/worker (850).jpg,275,183,person with helmet,166,24,275,136
images/worker (605).jpg,184,275,helmet,53,35,88,62
images/worker (762).jpg,203,248,helmet,86,15,114,37
images/person_without_helmet (209).jpg,214,200,person without helmet,98,49,147,165
images/worker (15).jpg,225,225,helmet,93,69,131,94
images/applauding_126.jpg,300,400,person without helmet,85,153,220,400
images/worker (409).jpg,275,183,helmet,45,41,117,80
images/worker (257).jpg,275,183,helmet,125,22,152,50
images/applauding_151.jpg,400,471,person without helmet,9,8,164,468
images/worker (700).jpg,183,275,person with helmet,33,65,88,152
images/applauding_096.jpg,300,402,person without helmet,1,69,90,276
images/worker (756).jpg,251,201,helmet,85,22,106,33
images/worker (27).jpg,262,193,helmet,64,44,89,63
images/worker (493).jpg,276,183,helmet,120,16,179,60
images/worker (139).jpg,251,201,helmet,59,30,101,57
images/person_without_helmet (94).jpg,200,221,person without helmet,21,11,132,220
images/worker (259).jpg,275,183,helmet,141,50,166,71
images/worker (816).jpg,275,183,person with helmet,1,63,57,171
images/worker (753).jpg,275,184,helmet,81,15,104,29
images/worker (101).jpg,288,175,person with helmet,18,1,138,164
images/worker (321).jpg,275,183,helmet,150,12,208,51
images/worker (245).jpg,275,184,person,56,19,162,184
images/person_without_helmet (277).jpg,263,200,person without helmet,159,45,260,197
images/worker (864).jpg,189,267,helmet,113,145,148,165
images/worker (819).jpg,263,192,person with helmet,99,25,174,173
images/worker (422).jpg,276,183,person with helmet,90,1,275,182
images/worker (619).jpg,275,183,helmet,95,42,151,82
images/worker (814).jpg,275,183,helmet,171,46,197,64
images/worker (550).jpg,307,164,person with helmet,212,33,245,124
images/worker (832).jpg,371,136,helmet,244,1,313,29
images/worker (827).jpg,284,177,person with helmet,238,106,251,123
images/worker (438).jpg,183,276,person with helmet,3,117,183,276
images/worker (847).jpg,275,183,person with helmet,157,26,208,90
images/worker (877).jpg,275,183,helmet,152,54,170,66
images/person_without_helmet (224).jpg,200,220,person without helmet,52,61,99,220
images/worker (834).jpg,279,180,helmet,205,36,272,96
images/worker (611).jpg,263,192,person with helmet,67,19,133,129
images/worker (711).jpg,183,275,helmet,111,68,130,81
images/worker (817).jpg,274,184,person with helmet,20,24,105,181
images/worker (807).jpg,284,177,person with helmet,189,12,280,142
images/worker (26).jpg,275,183,person with helmet,21,5,113,176
images/worker (413).jpg,276,183,helmet,38,8,89,39
images/worker (812).jpg,300,168,person with helmet,207,24,289,168
images/worker (801).jpg,301,167,helmet,78,1,105,14
images/worker (577).jpg,262,192,helmet,84,32,140,67
images/worker (42).jpg,275,183,person with helmet,104,5,222,134
images/worker (686).jpg,276,183,person with helmet,70,4,191,99
images/worker (853).jpg,275,183,person with helmet,117,76,146,181
images/worker (770).jpg,298,169,person with helmet,108,31,135,71
images/worker (887).jpg,275,183,helmet,200,8,275,59
images/worker (872).jpg,275,183,helmet,65,20,95,47
images/worker (716).jpg,269,187,person without helmet,186,44,268,171
images/worker (703).jpg,275,183,helmet,39,42,66,59
images/worker (611).jpg,263,192,helmet,90,19,118,46
images/worker (772).jpg,252,200,helmet,107,9,157,44
images/worker (512).jpg,265,190,helmet,91,3,168,60
images/worker (127).jpg,300,168,person with helmet,141,1,295,168
images/worker (807).jpg,284,177,helmet,142,14,178,43
images/person_without_helmet (228).jpg,200,213,person without helmet,43,8,131,128
images/worker (373).jpg,266,189,person with helmet,122,1,264,179
images/person_without_helmet (171).jpg,224,200,person without helmet,32,56,74,173
images/worker (484).jpg,275,183,helmet,181,24,232,56
images/worker (738).jpg,274,184,helmet,160,25,236,68
images/worker (560).jpg,183,275,helmet,62,6,106,42
images/worker (417).jpg,259,194,person with helmet,160,14,231,193
images/worker (134).jpg,266,189,person with helmet,32,1,156,176
images/worker (5).jpg,183,275,person with helmet,6,54,133,274
images/worker (846).jpg,276,183,helmet,99,1,150,42
images/applauding_082.jpg,451,300,person without helmet,139,98,210,229
images/worker (699).jpg,275,183,person with helmet,24,38,96,183
images/worker (800).jpg,275,183,helmet,10,34,45,65
images/worker (203).jpg,275,183,helmet,119,82,139,98
images/worker (7).jpg,261,193,helmet,15,8,109,80
images/worker (93).jpg,277,182,person with helmet,45,66,97,182
images/worker (371).jpg,275,183,helmet,168,58,186,71
images/worker (181).jpg,194,260,helmet,53,137,76,155
images/worker (808).jpg,388,130,helmet,260,13,288,31
images/worker (436).jpg,275,183,helmet,126,50,160,71
images/worker (761).jpg,290,174,person with helmet,68,17,113,154
images/worker (490).jpg,300,168,person with helmet,92,24,143,166
images/worker (797).jpg,180,280,helmet,67,17,116,50
images/worker (623).jpg,280,180,helmet,97,1,178,57
images/worker (866).jpg,275,183,person with helmet,187,46,275,172
images/worker (291).jpg,255,197,person with helmet,133,3,245,183
images/worker (609).jpg,275,183,person with helmet,66,22,150,181
images/person_without_helmet (243).jpg,267,200,person without helmet,42,86,60,116
images/worker (496).jpg,283,178,helmet,189,96,216,115
images/worker (706).jpg,288,175,helmet,235,12,267,30
images/worker (638).jpg,275,183,helmet,87,34,157,91
images/worker (842).jpg,275,184,helmet,118,4,157,29
images/worker (149).jpg,275,183,person with helmet,124,1,237,180
images/applauding_082.jpg,451,300,person without helmet,276,46,430,281
images/worker (203).jpg,275,183,person with helmet,105,81,143,179
images/person_without_helmet (171).jpg,224,200,person without helmet,112,39,140,78
images/worker (456).jpg,275,183,helmet,151,21,214,59
images/worker (129).jpg,265,190,person with helmet,175,93,225,174
images/worker (676).jpg,273,184,person with helmet,140,102,161,173
images/worker (348).jpg,299,168,person with helmet,72,3,206,129
images/worker (469).jpg,265,190,helmet,111,1,195,54
images/worker (833).jpg,278,181,person with helmet,175,7,197,173
images/worker (361).jpg,251,200,helmet,46,41,71,58
images/worker (803).jpg,300,168,helmet,81,14,126,41
images/person_without_helmet (250).jpg,318,200,person without helmet,21,80,111,196
images/worker (37).jpg,263,191,helmet,80,7,201,79
images/worker (171).jpg,267,189,helmet,79,37,102,54
images/worker (646).jpg,273,184,person with helmet,129,1,258,183
images/worker (637).jpg,275,183,helmet,8,32,45,65
images/worker (551).jpg,300,168,helmet,153,23,289,76
images/worker (411).jpg,300,168,helmet,149,51,177,77
images/worker (37).jpg,263,191,person with helmet,42,43,134,173
images/worker (699).jpg,275,183,helmet,125,12,188,53
images/worker (217).jpg,274,184,helmet,243,81,267,100
images/worker (601).jpg,255,198,person with helmet,128,37,154,154
images/worker (612).jpg,259,195,helmet,64,36,107,67
images/worker (291).jpg,255,197,person with helmet,8,41,114,197
images/worker (331).jpg,266,189,person with helmet,27,53,78,178
images/worker (420).jpg,263,192,person with helmet,106,51,167,176
images/worker (308).jpg,179,282,helmet,30,15,148,90
images/worker (247).jpg,275,183,helmet,217,46,232,54
images/worker (772).jpg,252,200,helmet,44,19,59,30
images/worker (550).jpg,307,164,person with helmet,77,31,116,99
images/applauding_011.jpg,600,800,person without helmet,1,297,181,799
images/applauding_155.jpg,497,300,person without helmet,25,1,286,300
images/worker (832).jpg,371,136,person without helmet,19,13,52,133
images/person_without_helmet (262).jpg,200,207,person without helmet,55,72,132,207
images/person_without_helmet (105).jpg,223,200,person without helmet,1,5,81,173
images/worker (735).jpg,299,168,helmet,76,35,97,48
images/worker (805).jpg,266,189,person with helmet,35,30,124,154
images/worker (331).jpg,266,189,person with helmet,69,39,116,173
images/worker (818).jpg,275,183,person with helmet,93,20,157,98
images/worker (439).jpg,300,168,helmet,188,87,234,134
images/worker (761).jpg,290,174,person with helmet,168,11,234,160
images/worker (504).jpg,275,183,person with helmet,93,33,164,182
images/worker (825).jpg,291,173,helmet,193,13,256,51
images/person_without_helmet (210).jpg,300,200,person without helmet,177,25,251,173
images/worker (181).jpg,194,260,helmet,52,60,71,75
images/person_without_helmet (194).jpg,302,200,person without helmet,125,73,181,200
images/worker (518).jpg,317,159,person with helmet,144,48,185,158
images/worker (5).jpg,183,275,helmet,39,54,96,95
images/worker (46).jpg,262,192,person,40,24,259,174
images/worker (677).jpg,262,192,helmet,128,2,197,51
images/person_without_helmet (260).jpg,233,200,person without helmet,170,87,219,190
images/worker (456).jpg,275,183,person with helmet,151,20,232,137
images/worker (756).jpg,251,201,person with helmet,189,26,214,136
images/person_without_helmet (124).jpg,235,200,person without helmet,1,18,119,171
images/worker (421).jpg,280,180,helmet,45,17,88,48
images/person_without_helmet (253).jpg,224,200,person without helmet,92,40,175,165
images/person_without_helmet (128).jpg,506,200,person without helmet,112,25,206,157
images/worker (397).jpg,275,183,person with helmet,79,21,275,182
images/worker (791).jpg,330,153,helmet,158,15,189,32
images/worker (518).jpg,317,159,person with helmet,183,55,231,158
images/worker (492).jpg,265,190,helmet,6,17,67,65
images/worker (362).jpg,194,260,helmet,107,104,194,202
images/person_without_helmet (149).jpg,200,200,person without helmet,51,81,137,179
images/person_without_helmet (143).jpg,200,300,person without helmet,53,21,172,300
images/worker (475).jpg,192,262,person with helmet,40,58,97,188
images/worker (824).jpg,343,147,person with helmet,176,25,205,72
images/worker (720).jpg,266,190,helmet,75,33,98,60
images/worker (218).jpg,288,175,helmet,196,1,269,24
images/worker (372).jpg,179,281,helmet,38,17,127,79
images/worker (478).jpg,275,183,person with helmet,125,15,261,182
images/worker (862).jpg,259,194,helmet,138,98,153,113
images/worker (872).jpg,275,183,helmet,45,14,69,28
images/person_without_helmet (147).jpg,200,300,person without helmet,64,113,127,300
images/person_without_helmet (272).jpg,200,224,person without helmet,148,14,200,104
images/worker (480).jpg,194,259,helmet,114,1,152,29
images/worker (193).jpg,240,160,person with helmet,86,1,152,107
images/worker (255).jpg,263,191,helmet,79,50,109,71
images/worker (563).jpg,262,192,person with helmet,27,23,97,129
images/worker (216).jpg,283,178,helmet,138,87,162,104
images/worker (453).jpg,300,168,person with helmet,109,17,219,167
images/worker (447).jpg,267,189,helmet,79,32,131,64
images/worker (502).jpg,183,275,person with helmet,69,33,179,274
images/worker (38).jpg,275,183,helmet,68,45,95,68
images/worker (692).jpg,265,190,person with helmet,142,116,193,171
images/worker (309).jpg,275,183,helmet,145,18,181,48
images/applauding_109.jpg,600,400,person without helmet,162,10,498,400
images/worker (312).jpg,299,168,person with helmet,108,2,242,168
images/worker (260).jpg,275,183,person with helmet,107,1,272,180
images/worker (603).jpg,300,168,person with helmet,30,12,117,166
images/worker (811).jpg,183,275,person with helmet,55,97,93,247
images/worker (590).jpg,179,282,helmet,65,20,115,55
images/worker (147).jpg,266,189,person with helmet,7,1,129,178
images/worker (726).jpg,225,225,helmet,96,26,133,59
images/worker (8).jpg,263,192,person with helmet,1,1,109,176
images/worker (256).jpg,284,160,helmet,1,1,94,65
images/worker (522).jpg,275,183,helmet,136,36,166,59
images/person_without_helmet (266).jpg,334,200,person without helmet,201,105,258,165
images/applauding_100.jpg,500,751,person without helmet,199,161,429,652
images/worker (830).jpg,263,192,person with helmet,179,1,257,144
images/worker (691).jpg,225,224,person with helmet,104,102,169,180
images/worker (182).jpg,250,202,person with helmet,3,37,77,199
images/worker (446).jpg,275,183,person,39,41,107,183
images/worker (368).jpg,290,174,helmet,142,28,168,48
images/worker (860).jpg,183,276,person with helmet,5,42,114,273
images/worker (75).jpg,275,183,helmet,128,33,170,61
images/worker (115).jpg,266,189,helmet,77,3,120,33
images/worker (167).jpg,265,190,helmet,102,42,137,68
images/person_without_helmet (97).jpg,200,200,person without helmet,106,26,175,173
images/person_without_helmet (108).jpg,200,200,person without helmet,1,11,97,183
images/worker (827).jpg,284,177,helmet,242,104,248,111
images/person_without_helmet (68).jpg,269,200,person without helmet,39,8,170,170
images/worker (190).jpg,266,189,person with helmet,99,22,183,174
images/worker (520).jpg,274,184,person with helmet,120,24,232,182
images/worker (700).jpg,183,275,person with helmet,79,94,162,220
images/worker (863).jpg,275,183,helmet,108,53,125,64
images/worker (289).jpg,276,183,helmet,140,42,156,53
images/applauding_111.jpg,482,300,person without helmet,61,29,296,300
images/person_without_helmet (100).jpg,200,239,person without helmet,43,15,121,154
images/worker (262).jpg,300,168,person,139,111,160,157
images/worker (534).jpg,265,190,helmet,214,4,256,35
images/worker (827).jpg,284,177,helmet,114,64,137,75
images/person_without_helmet (243).jpg,267,200,person without helmet,84,80,94,90
images/worker (759).jpg,275,184,person with helmet,94,22,167,184
images/worker (628).jpg,299,168,person with helmet,206,1,293,144
images/worker (762).jpg,203,248,person with helmet,21,9,80,235
images/applauding_127.jpg,451,300,person without helmet,150,11,419,300
images/worker (208).jpg,183,275,helmet,74,68,92,80
images/worker (349).jpg,222,227,helmet,1,1,111,62
images/worker (529).jpg,276,183,person with helmet,47,8,239,182
images/worker (554).jpg,265,190,person with helmet,187,8,265,154
images/worker (751).jpg,275,183,person with helmet,115,7,181,182
images/worker (694).jpg,273,185,helmet,87,62,126,94
images/applauding_116.jpg,300,200,person without helmet,114,34,175,200
images/worker (351).jpg,196,257,person,1,20,94,188
images/worker (241).jpg,266,189,helmet,149,63,164,76
images/worker (108).jpg,283,178,person with helmet,2,1,132,159
images/worker (733).jpg,276,183,helmet,167,2,276,68
images/worker (17).jpg,275,183,person with helmet,81,37,107,119
images/worker (692).jpg,265,190,helmet,156,118,189,153
images/worker (868).jpg,199,144,helmet,118,30,148,47
images/worker (854).jpg,183,275,helmet,54,1,174,109
images/person_without_helmet (45).jpg,284,200,person without helmet,102,79,138,155
images/worker (208).jpg,183,275,person with helmet,102,68,139,202
images/worker (710).jpg,251,201,helmet,84,1,160,47
images/worker (840).jpg,300,168,helmet,123,3,149,21
images/worker (851).jpg,344,146,helmet,139,5,227,69
images/worker (378).jpg,266,189,helmet,97,1,221,65
images/worker (840).jpg,300,168,person without helmet,95,18,127,168
images/worker (690).jpg,275,183,person with helmet,184,37,260,176
images/applauding_013.jpg,300,436,person without helmet,2,4,149,436
images/worker (181).jpg,194,260,helmet,153,117,171,137
images/worker (725).jpg,259,194,person with helmet,191,34,237,105
images/worker (756).jpg,251,201,person with helmet,154,21,171,87
images/worker (147).jpg,266,189,helmet,75,1,121,27
images/worker (774).jpg,275,183,helmet,16,15,78,54
images/worker (731).jpg,225,225,person with helmet,60,11,168,215
images/worker (632).jpg,219,230,helmet,134,49,168,77
images/person_without_helmet (259).jpg,267,200,person without helmet,89,20,175,178
images/worker (332).jpg,275,183,person with helmet,61,42,146,137
images/person_without_helmet (246).jpg,202,200,person without helmet,13,28,100,179
images/worker (628).jpg,299,168,helmet,207,1,261,51
images/worker (385).jpg,275,183,helmet,183,1,251,41
images/worker (839).jpg,245,205,person with helmet,173,19,190,41
images/applauding_090.jpg,300,448,person without helmet,182,195,300,445
images/person_without_helmet (59).jpg,200,253,person without helmet,96,14,200,197
images/worker (640).jpg,262,193,person with helmet,146,54,186,170
images/worker (505).jpg,300,168,helmet,136,34,165,56
images/worker (198).jpg,266,189,person with helmet,155,10,250,171
images/worker (266).jpg,251,201,person with helmet,29,7,140,196
images/worker (60).jpg,262,193,person with helmet,12,61,73,175
images/worker (330).jpg,183,275,helmet,69,168,137,213
images/person_without_helmet (243).jpg,267,200,person without helmet,69,81,83,93
images/worker (221).jpg,276,183,helmet,153,1,258,52
images/worker (544).jpg,217,232,helmet,81,1,161,61
images/worker (730).jpg,259,194,helmet,111,19,158,51
images/worker (872).jpg,275,183,helmet,2,16,18,35
images/worker (735).jpg,299,168,person with helmet,71,34,111,165
images/person_without_helmet (170).jpg,200,200,person without helmet,100,15,175,163
images/worker (768).jpg,275,183,person with helmet,169,5,242,88
images/worker (506).jpg,183,276,helmet,39,25,128,90
images/worker (408).jpg,275,183,person,118,35,234,182
images/worker (695).jpg,275,183,person with helmet,90,1,265,181
images/applauding_113.jpg,400,300,person without helmet,66,84,132,276
images/worker (53).jpg,252,200,person with helmet,143,22,246,189
images/worker (688).jpg,264,191,helmet,129,60,162,90
images/worker (719).jpg,263,192,person with helmet,69,11,178,173
images/worker (886).jpg,275,183,helmet,97,3,175,83
images/worker (231).jpg,289,175,helmet,180,18,220,65
images/worker (610).jpg,275,183,helmet,103,48,156,84
images/applauding_043.jpg,425,300,person without helmet,1,7,102,299
images/worker (175).jpg,249,202,person with helmet,99,34,232,188
images/worker (718).jpg,275,183,helmet,3,72,85,136
images/worker (729).jpg,302,167,helmet,120,7,165,37
images/worker (770).jpg,298,169,person with helmet,194,21,231,69
images/worker (23).jpg,262,193,helmet,52,33,97,61
images/worker (383).jpg,264,191,person with helmet,131,6,258,174
images/worker (9).jpg,262,193,person with helmet,91,34,164,175
images/worker (700).jpg,183,275,helmet,48,65,92,95
images/worker (584).jpg,300,168,helmet,85,33,139,86
images/person_without_helmet (215).jpg,300,200,person without helmet,40,25,274,162
images/worker (240).jpg,266,190,person with helmet,136,102,193,178
images/worker (181).jpg,194,260,person,50,157,84,241
images/worker (874).jpg,310,162,person with helmet,171,3,253,162
images/worker (637).jpg,275,183,person with helmet,1,32,63,141
images/person_without_helmet (86).jpg,200,253,person without helmet,76,75,166,174
images/worker (770).jpg,298,169,helmet,230,11,272,40
images/worker (703).jpg,275,183,helmet,227,30,241,43
images/applauding_159.jpg,448,300,person without helmet,198,48,439,300
images/person_without_helmet (222).jpg,271,200,person without helmet,162,2,266,188
images/worker (702).jpg,275,183,person with helmet,32,1,191,183
images/worker (156).jpg,256,197,helmet,57,5,169,71
images/worker (446).jpg,275,183,person,79,28,193,183
images/worker (206).jpg,289,175,helmet,127,32,146,53
images/worker (753).jpg,275,184,person with helmet,72,13,114,69
images/worker (102).jpg,177,285,person with helmet,5,1,174,285
images/worker (675).jpg,266,190,person with helmet,123,17,192,190
images/worker (535).jpg,243,207,person with helmet,60,17,139,194
images/worker (566).jpg,231,219,person with helmet,60,43,152,204
images/person_without_helmet (167).jpg,200,212,person without helmet,148,1,198,52
images/applauding_106.jpg,600,400,person without helmet,521,91,600,217
images/worker (561).jpg,309,163,helmet,181,18,202,49
images/worker (759).jpg,275,184,helmet,183,51,222,81
images/worker (727).jpg,275,183,person with helmet,123,11,189,100
images/worker (769).jpg,266,189,person with helmet,150,3,257,165
images/worker (275).jpg,275,183,helmet,175,5,222,29
images/worker (559).jpg,299,168,person with helmet,153,1,204,142
images/worker (180).jpg,275,183,person with helmet,138,59,194,183
images/worker (14).jpg,265,190,person with helmet,139,13,182,141
images/worker (852).jpg,310,162,helmet,86,2,169,56
images/worker (681).jpg,225,225,person with helmet,85,10,201,222
images/worker (778).jpg,300,168,helmet,61,1,109,32
images/worker (381).jpg,257,196,helmet,55,1,184,65
images/worker (752).jpg,275,183,person with helmet,226,15,268,174
images/person_without_helmet (118).jpg,200,267,person without helmet,1,14,109,248
images/worker (322).jpg,183,276,helmet,78,147,112,166
images/worker (770).jpg,298,169,helmet,139,31,157,44
images/worker (788).jpg,266,190,person with helmet,181,6,266,181
images/worker (331).jpg,266,189,helmet,127,27,166,54
images/worker (456).jpg,275,183,helmet,219,39,275,78
images/worker (23).jpg,262,193,person with helmet,41,32,114,173
images/worker (254).jpg,275,183,person with helmet,47,33,115,179
images/worker (48).jpg,262,193,person with helmet,107,1,214,120
images/applauding_093.jpg,400,300,person without helmet,16,137,162,300
images/worker (73).jpg,262,192,helmet,126,21,157,42
images/worker (636).jpg,274,184,helmet,97,75,112,88
images/worker (802).jpg,253,199,helmet,166,33,216,65
images/worker (703).jpg,275,183,person with helmet,182,18,237,182
images/worker (806).jpg,275,183,person with helmet,109,29,175,149
images/worker (241).jpg,266,189,person with helmet,205,48,252,182
images/worker (787).jpg,275,183,helmet,91,113,120,145
